phi,psi,number
-95.553,90.447,0.001
-95.553,91.553,0.001
-95.545,92,0.001
-95.51,92.49,0.001
-95.51,93.51,0.001
-95.47,94,0.001
-95.458,94.542,0.001
-95.501,95.501,0.001
-95.489,96,0.001
-95.501,96.499,0.001
-95.552,97.552,0.001
-95.564,98,0.001
-95.584,98.416,0.001
-95.584,99.584,0.001
-95.603,100,0.001
-95.636,100.364,0.001
-95.636,101.636,0.001
-95.664,102,0.001
-95.699,102.301,0.001
-95.811,103.811,0.001
-95.831,104,0.001
-95.859,104.141,0.001
-96,105.182,0.001
-96.164,105.836,0.001
-96.192,106,0.001
-96.242,106.242,0.001
-96.565,107.435,0.001
-96.664,108,0.001
-96.758,108.758,0.001
-96.803,109.197,0.001
-96.909,110,0.001
-97.171,110.829,0.001
-97.285,111.285,0.001
-97.489,112,0.001
-97.642,112.358,0.001
-98,113.533,0.001
-98.131,113.869,0.001
-98.192,114,0.001
-98.262,114.262,0.001
-98.623,115.377,0.001
-98.764,116,0.001
-99.03,116.97,0.001
-99.05,117.05,0.001
-99.299,118,0.001
-99.547,118.453,0.001
-100,119.636,0.001
-100.123,119.877,0.001
-100.192,120,0.001
-100.273,120.273,0.001
-100.636,121.364,0.001
-100.804,122,0.001
-101.053,122.947,0.001
-101.091,123.091,0.001
-101.33,124,0.001
-101.52,124.48,0.001
-101.744,125.744,0.001
-101.818,126,0.001
-101.869,126.131,0.001
-102,126.675,0.001
-102.412,127.588,0.001
-102.515,128,0.001
-102.639,128.639,0.001
-102.768,129.232,0.001
-102.909,130,0.001
-103.079,130.921,0.001
-103.107,131.107,0.001
-103.264,132,0.001
-103.444,132.556,0.001
-103.574,133.574,0.001
-103.677,134,0.001
-103.747,134.253,0.001
-104,135.455,0.001
-104.145,135.855,0.001
-104.192,136,0.001
-104.234,136.234,0.001
-104.553,137.447,0.001
-104.632,138,0.001
-104.758,138.758,0.001
-104.82,139.18,0.001
-104.964,140,0.001
-105.154,140.846,0.001
-105.204,141.204,0.001
-105.36,142,0.001
-105.509,142.491,0.001
-105.694,143.694,0.001
-105.768,144,0.001
-105.818,144.182,0.001
-106,145.346,0.001
-106.134,145.866,0.001
-106.172,146,0.001
-106.218,146.218,0.001
-106.531,147.469,0.001
-106.632,148,0.001
-106.717,148.717,0.001
-106.768,149.232,0.001
-106.864,150,0.001
-106.96,150.96,0.001
-106.97,151.03,0.001
-107.058,152,0.001
-107.218,152.782,0.001
-107.282,153.282,0.001
-107.411,154,0.001
-107.492,154.508,0.001
-107.621,155.621,0.001
-107.677,156,0.001
-107.699,156.301,0.001
-107.751,157.751,0.001
-107.768,158,0.001
-107.799,158.201,0.001
-108,159.682,0.001
-108.054,159.946,0.001
-108.064,160,0.001
-108.073,160.073,0.001
-108.168,161.832,0.001
-108.192,162,0.001
-108.192,162.192,0.001
-108.192,163.808,0.001
-108.192,164,0.001
-108.192,164.192,0.001
-108.192,165.808,0.001
-108.192,166,0.001
-108.187,166.187,0.001
-108.187,167.813,0.001
-108.182,168,0.001
-108.149,168.149,0.001
-108,168.654,0.001
-107.772,169.772,0.001
-107.731,170,0.001
-107.646,170.354,0.001
-107.491,171.491,0.001
-107.33,172,0.001
-107.122,172.878,0.001
-107.079,173.079,0.001
-106.848,174,0.001
-106.71,174.71,0.001
-106.539,175.461,0.001
-106.428,176,0.001
-106.309,176.309,0.001
-106,176.909,0.001
-105.731,177.731,0.001
-105.584,178,0.001
-105.353,178.647,0.001
-105.187,179.187,0.001
-104.848,180,0.001
